draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4,theta.1,theta.2,theta.3,theta.4
3728,-3.2492643544584325,0.8815026815285955,0.03474156963999406,4.0,18.0,1.0,8.784324293078303,2.185216901314729e-49,6.764615603154409e-57,7.682805674261996e-25,8.769787731953761e-11,3.510744816466651e-05,3.662045785911959e-09,0.6267927170134638,1.6550431321349786e-14,1.685468176070848e-08,5.903531970397973e-16,2.078759403920816e-28,2.7761537002635493e-55
3729,-3.316645225306047,0.6725023607639549,0.03474156963999406,2.0,5.0,1.0,8.448398027370391,2.1552645918559414e-42,5.74889906870713e-61,8.116605099851381e-23,2.2570638675557503e-17,7.568882599676891e-06,1.660621288869203e-07,0.008803736821416682,6.9549948751289635e-15,5.608542996830794e-06,6.939375927921707e-16,8.613066442670809e-30,8.096592399762641e-57
3730,-3.4537075709973806,0.8571415887106353,0.03474156963999406,2.0,7.0,1.0,10.683137508172967,1.59668566296732e-48,4.3475039910097555e-61,2.734328617073591e-23,1.780319444339183e-16,1.8941796592688833e-05,1.8580422822935553e-07,0.012524720868929452,2.5867583179755836e-14,4.500764635072825e-07,3.425634142184635e-15,2.7867995863511943e-30,3.203219657924856e-57
3731,-4.239092153011029,0.7812015983498887,0.03474156963999406,3.0,14.0,1.0,8.71539966214401,5.745132436297881e-38,1.8478574910997057e-59,5.158585953029755e-31,2.505290784706538e-25,6.100763215411682e-06,1.838813439960294e-09,0.0005554102946865278,6.227590898133347e-12,0.30187226849938403,1.4938321594530038e-12,2.428074566590733e-30,1.5081385286429354e-53
3732,-3.099011400507152,0.851595520293015,0.03474156963999406,4.0,19.0,1.0,13.731414103284601,2.3847316066690895e-38,5.837791765979366e-55,2.5786956154073452e-40,8.167616235588637e-29,0.00017417523037758614,7.349137646943686e-09,0.013009619188309805,4.7644830552035764e-11,1.0687954461008009e-07,6.197426560199137e-12,3.9331832143269654e-23,2.2207441776005756e-41
3733,-3.2955200773831166,0.8265837983328891,0.03474156963999406,4.0,25.0,1.0,8.993864709905646,4.939096811257587e-41,2.3075702604714206e-52,4.039360706719516e-43,1.981037276586897e-30,0.00038723342702801566,1.9728166742359044e-08,0.06500674392920952,3.138735766871505e-10,8.933758868929734e-16,6.111057127413364e-13,1.6584891887425922e-25,3.219537663385676e-36
3734,-4.324222813495567,0.9323256302890462,0.03474156963999406,4.0,27.0,1.0,7.060102947090471,2.7684897052708946e-53,1.3239524434258806e-44,2.8544571765305915e-44,5.741429706299595e-43,3.337057031843021e-05,2.401916722648463e-08,1.2724483334074552,1.7147854462572157e-13,1.2110092324534587e-21,5.491810579697548e-15,6.194247338679767e-48,6.751412289651921e-29
3735,-4.627256903559328,0.9378012180095502,0.03474156963999406,4.0,28.0,1.0,10.011583967360616,4.5971954702876026e-60,1.1852099218886112e-50,1.9891003882048886e-52,1.4133073752568616e-45,1.193650585628956e-08,4.035089924441185e-06,0.0781122817599424,6.088873800764625e-14,1.1689802434673541e-12,1.356450427019383e-13,9.245267422654948e-52,1.1886885546559773e-22
3736,-5.10265393887687,0.8000008602201636,0.03474156963999406,3.0,15.0,0.0,15.79842748268645,3.752662417948255e-68,8.117925335003432e-44,1.5839422999359524e-51,5.951333608796466e-40,8.315082681913055e-10,7.199629940308541e-15,0.026188135950562144,1.1248710406339142e-19,3.538972443150874e-09,2.1862487531364572e-16,3.6823705120040146e-59,9.085685865257644e-26
3737,-4.69229085306074,0.961370587036516,0.03474156963999406,5.0,35.0,1.0,7.262540827465779,5.3769965579054055e-52,4.477139138904374e-53,2.1354828152299447e-53,3.3144649697264606e-42,3.952819682435537e-05,3.1714704483819e-23,0.0019390306213088514,2.3757561282728256e-34,2.7254094432658856e-09,6.142113002953344e-10,1.307026465115522e-43,3.9434332899171657e-13
3738,-6.199539749787164,0.8787295383352391,0.03474156963999406,5.0,31.0,0.0,13.379050496631189,1.7879705676964846e-94,3.833305933020981e-47,2.4293736437944854e-37,3.708736467915693e-59,3.485161243197675e-14,5.7255939804466284e-18,4.199729205818879,8.375784218175126e-35,1.274881346149842e-40,8.585767191755681e-26,5.518216489567805e-22,1.0017883096943085e-12
3739,-7.2688098409336135,0.9477300688285619,0.03474156963999406,4.0,31.0,1.0,13.7099255685708,1.4737759511152601e-128,1.4143853024058541e-38,3.192394947176884e-54,8.314013391001699e-48,1.0407624549144039e-11,2.5661975734340567e-19,0.002292913165512472,5.525358860075412e-39,2.763745771272217e-23,5.243489301838006e-22,2.028899413647948e-27,5.830127665346711e-19
3740,-7.200317719629197,0.8384534529793124,0.03474156963999406,5.0,47.0,1.0,10.722653278302625,6.419694094883965e-134,7.837961356652902e-42,6.977350043980928e-52,5.51972159356343e-45,5.835956796115717e-13,7.202580077570725e-19,0.04178368524698342,3.9394400635057824e-38,1.9782568197806977e-23,5.9160579852919065e-24,1.9033234330911644e-37,3.538199099771973e-22
3741,-6.644361726171496,0.6450029331064782,0.03474156963999406,4.0,28.0,1.0,13.750732675695629,2.5571862655588305e-130,9.141267157613254e-39,1.9350970335780978e-41,2.2062586226848238e-53,1.3963793130384214e-12,6.1386330541282436e-15,9.040772998643947e-10,3.498253850245627e-38,9.464216152254977e-09,1.6892526078674953e-25,2.954515703561548e-32,1.4944727965259491e-21
3742,-6.570152166587945,0.7182310108425264,0.03474156963999406,3.0,8.0,1.0,12.85060837447314,4.2702607531769644e-135,1.721743608325409e-41,6.0451252947839245e-40,6.47554744306633e-50,7.687411843678538e-13,3.812422384825452e-15,2.8247243034077127e-09,1.3807406911619496e-37,0.004376912016035362,8.65373444415178e-25,3.3790731504359934e-32,2.1023471036583654e-22
3743,-5.347486326774742,0.8199905088957338,0.03474156963999406,5.0,50.0,1.0,11.039978385661891,7.040249437463951e-130,1.4826095008772941e-37,2.1613242816450004e-27,1.828172280050652e-55,5.720284539285356e-05,7.867216026466414e-12,5.854466218005593e-11,1.6072054408529782e-19,7.429778757654191e-16,7.63361823385494e-12,5.916875998068011e-19,5.074022747770978e-27
3744,-5.58589432317865,0.8357161215084495,0.03474156963999406,3.0,10.0,1.0,11.045185397512247,5.247408252966626e-137,6.066773566312673e-35,1.355882220292745e-35,9.684141427882175e-54,1.037107392515687e-06,4.069438953326227e-08,7.86592557958436e-13,6.359411906565655e-16,1.6021538388665601e-16,2.3065735443621158e-11,2.5757313086674456e-20,1.5669853282586952e-28
3745,-5.462006153722882,0.9639266855258054,0.03474156963999406,5.0,47.0,0.0,8.923743620722695,1.3666408488296743e-88,1.1931804262248506e-34,4.270707821099838e-31,3.945817888169962e-77,3.674468526105461e-09,1.1705416285005077e-12,2.231355214551544e-12,2.1484149973808327e-20,1.1830888643146438e-42,8.806167586617318e-22,6.842516819754056e-09,7.824505063832462e-17
3746,-5.246735890490868,0.9359565405191697,0.03474156963999406,4.0,25.0,1.0,13.058805975317322,6.943246266274532e-114,2.672862247516693e-30,4.7922485392732015e-28,6.407577341053231e-61,8.235024461015196e-07,4.4157310071670494e-12,3.381112785417449e-06,8.121752311744891e-22,6.246992175083162e-37,2.5390014721827748e-23,0.07038746189480743,4.631636367515292e-18
3747,-3.7212777730597963,0.8025737359614772,0.03474156963999406,4.0,25.0,1.0,15.982822404854893,1.0541422363572898e-81,5.2139107245606775e-43,2.5603744247422866e-41,2.2437882019812666e-21,4.578946753859739e-13,1.817388315984105e-05,4.1417760912246894e-11,3.1101976384801595e-28,2.497507536205033e-18,2.312781298105764e-09,2.030518856004899e-18,3.161106146413638e-09
3748,-3.4926828928958003,0.7550557750467632,0.03474156963999406,3.0,12.0,1.0,7.709600372847223,7.031176744966925e-82,6.676249461261822e-48,1.461311216897451e-39,1.1701141450817956e-17,1.1041583729391277e-14,1.046325892035119e-08,5.057363783073879e-08,1.9957162053111151e-25,1.346819402634659e-17,3.617621517732863e-11,0.10314260456515986,2.7072261890527233e-06
3749,-3.3990282446505944,0.4620010161553023,0.03474156963999406,4.0,25.0,1.0,10.404288500069145,5.995667923118653e-85,4.249917433077174e-49,4.988955603919724e-38,1.7416050831134794e-17,2.390840297231672e-14,1.370189000622123e-08,2.2335878460521406e-07,9.969266405080463e-26,1.4096938693745487e-19,2.868037133181098e-11,0.0006054720380120868,3.5477360050859573e-06
3750,-2.857905677290546,0.8972436095540347,0.03474156963999406,4.0,19.0,1.0,10.32375846772024,6.542000039807101e-61,1.370081020440318e-47,5.206958443032134e-34,3.009346936699545e-40,6.689574861773566e-13,0.0006826161607138416,0.003399659043655981,1.3225876729102e-23,2.8164117918449607e-07,1.8895671430469828e-11,2.294199387520554e-13,0.00011469970633973333
3751,-4.395221174239623,0.5876131303806738,0.03474156963999406,6.0,80.0,1.0,6.462617997055979,3.625869713265377e-37,7.147807564969264e-39,2.0772556297465292e-54,4.396256617775733e-42,2.3894135839296727e-14,1.2944819147046436,2.5982573325712968e-12,3.498547545050842e-29,9.447578176114299e-08,2.961874221200813e-19,1.8061800298786382e-49,7.329188318724844e-24
3752,-3.00396351272434,0.9568025884397827,0.03474156963999406,5.0,41.0,1.0,10.709077236524692,6.53719814411535e-26,3.446549079617416e-29,5.263923616756519e-12,1.0514335297472365e-97,0.0014507505201405615,0.6263972745800352,5.31714757349511e-07,2.0692913973809944e-10,1.9378309820041876e-07,9.392961550846545e-39,1.0321560769812263e-31,0.0037389985895050146
3753,-2.7769966397362396,0.9083440214659485,0.03474156963999406,4.0,19.0,1.0,7.757427865282525,4.462586705414941e-31,7.103128253777534e-23,1.7846362075989235e-14,3.163498724713423e-86,0.039560685611199506,0.0921396554531213,5.341348451785443e-07,1.1668142574286063e-09,3.5336888433375565e-08,6.054083856802e-40,4.6284790379691053e-29,0.05604318012247804
3754,-2.7010462375635598,0.9132741658496507,0.03474156963999406,4.0,19.0,1.0,6.06101069673139,4.373928541805612e-27,2.523202282703176e-24,7.69703631365627e-14,3.113539760196597e-83,0.010084833775134925,0.02937421904978304,0.0002180354093018808,6.80450228977498e-11,0.05002679977687838,6.268740300892754e-42,1.7829608603290692e-35,0.0047977778982127165
3755,-2.8958592092628805,0.9535369708246384,0.03474156963999406,4.0,31.0,1.0,7.405453683647372,2.0249908055042926e-29,3.938278330386935e-27,2.0048499097668696e-13,2.166795394236461e-77,0.0015378357892734487,0.00048050227403479014,3.7106810370898075e-06,1.022415582493004e-12,0.000683888193232243,8.882476521262334e-41,9.894167343537735e-35,0.011967926819157267
3756,-2.8958592092628805,0.3214898521077072,0.03474156963999406,1.0,3.0,1.0,6.7016848455567555,2.0249908055042926e-29,3.938278330386935e-27,2.0048499097668696e-13,2.166795394236461e-77,0.0015378357892734487,0.00048050227403479014,3.7106810370898075e-06,1.022415582493004e-12,0.000683888193232243,8.882476521262334e-41,9.894167343537735e-35,0.011967926819157267
3757,-2.9773889949825616,0.8546841972895187,0.03474156963999406,4.0,30.0,1.0,7.020270061605487,1.9183778800778047e-37,2.1627559427887144e-23,2.4409322532892286e-20,1.3843801278993126e-76,9.830796288244394e-06,0.0017657816317514512,0.0006260991158565082,1.4113697387318012e-08,1.0550483067246837e-05,3.165998474192654e-41,9.971141589877648e-31,3.5658914262926294e-11
3758,-4.477383916567646,0.9526115484916083,0.03474156963999406,4.0,25.0,1.0,8.636903903146834,1.655991381248242e-45,1.410384573715305e-22,7.371912889816252e-18,8.913169148614665e-71,0.000735483138582085,171.07423511034054,0.0004712290522548714,8.875877594046715e-13,3.397009128761184e-15,3.2109487003762383e-41,3.064555532385827e-12,1.341273804842997e-14
3759,-3.643479000616935,0.8457115869356612,0.03474156963999406,4.0,21.0,1.0,10.742418403763608,2.3099192766766233e-57,4.770502564498826e-24,4.532225055258123e-21,6.0904171303464684e-68,5.083413700626581e-05,0.6971770941202938,6.638331343059555e-06,8.882631732130683e-16,7.888070406817515e-14,9.34277288057469e-44,8.20898902582303e-22,1.568356616810641e-19
3760,-5.609629016324334,0.9600666029810024,0.03474156963999406,5.0,34.0,1.0,11.804838669368547,2.501092968221376e-82,5.3971637916636056e-30,2.6560345856622475e-18,7.405495066653699e-91,1.188807815763827e-08,1.092710465714449e-12,3.4256578583685416e-11,3.737377654575568e-09,1.413949831918123e-51,1.0650238013969031e-33,3.1387965677205966e-20,5.874829432960877e-14
3761,-6.159054249948326,0.96845030909459,0.03474156963999406,5.0,40.0,1.0,12.397951071103456,2.8928982918993713e-134,2.481646654187307e-43,3.2774247894503355e-12,2.6876975234577335e-85,0.00011281061330509745,1.9035872420362752e-09,9.977599191044277e-23,0.006901908345002187,1.3741972846893243e-22,2.473188084461799e-13,6.8212085304265645e-50,7.85211865595438e-06
3762,-6.105521406445291,0.8975345259028649,0.03474156963999406,3.0,10.0,1.0,8.237500916819858,1.865082683261334e-133,1.3288522680967439e-42,6.191867587163362e-11,1.9219732392305524e-86,4.2305056871906e-05,1.739270767288252e-09,1.2511244716926295e-22,0.004373022901651749,7.809526009127974e-21,4.54535772814927e-12,6.901918128259133e-50,1.2312524211397277e-07
3763,-6.046856905825393,0.4985023411574748,0.03474156963999406,1.0,2.0,1.0,14.789716125834122,3.5567639213851823e-134,4.592752343653327e-42,4.831351426133147e-08,1.4132773121605277e-88,3.784986882169164e-05,3.826678926418642e-09,3.5402220422877052e-22,0.00220209551097292,5.835587830356798e-22,2.4195482097770534e-12,1.9743610408873128e-47,3.1707541202062743e-07
3764,-5.8173337527576905,0.9052033875507461,0.03474156963999406,3.0,11.0,1.0,12.367778372952351,2.8258109276235575e-129,2.0824874827391675e-48,1.3262228602941017e-09,1.8235325208751393e-91,0.0009215577268875314,2.616617999145339e-09,1.091122537162033e-17,1.1985496104883613,1.576407339256952e-15,1.3417878904384455e-12,2.25523052115634e-42,1.812719863209272e-10
3765,-5.879464488650228,0.8741854101389752,0.03474156963999406,3.0,8.0,1.0,8.162939570971993,7.982812747061448e-130,7.039673461885815e-49,3.4884627827939475e-10,1.3570276680015144e-92,0.0006360459571264844,4.921019296654213e-09,1.6573780402948044e-17,0.30978653713994087,6.974211222648387e-15,3.2282189376797716e-12,2.0538719698707918e-43,1.616433007652067e-10
3766,-3.726417687590242,0.9483837183552151,0.03474156963999406,5.0,37.0,1.0,7.323784529787854,1.5594396740844295e-83,1.487141340335067e-57,6.386563563254736e-13,3.8821273504444694e-69,0.022332634531158052,3.00046947339066e-12,8.019305449034919e-14,3.7336359754912163e-06,1.1651922061811577e-08,6.821238800518443e-14,9.525097683790246e-16,8.948005162415592e-05
3767,-3.6712688177213977,0.7338311614124106,0.03474156963999406,4.0,31.0,1.0,8.806799311637333,4.5682833716032364e-97,3.002429743248853e-52,9.452655744299053e-14,6.288304463886564e-65,0.12082229832515688,4.2122300391130405e-14,1.4639714095068954e-11,4.1116354301776456e-11,0.002739321589145808,4.485146460059867e-12,1.8351179074929025e-08,8.16323838991212e-08
3768,-3.9542489665077483,0.8970947881199083,0.03474156963999406,3.0,10.0,1.0,9.523106175859793,9.105698811544558e-110,1.4029497145428218e-49,3.140684021113071e-11,4.2411427041198123e-64,0.05302141593436252,4.556284022521034e-13,8.83601417464848e-13,1.2225069117843836e-07,0.04103595471847323,1.8833139394353168e-16,3.0498683743040454e-11,5.397462272045987e-07
3769,-3.914148534884248,0.4645887890878559,0.03474156963999406,1.0,2.0,1.0,9.26461467756176,4.69772635358303e-112,5.2309467648921134e-48,6.385274420956027e-10,1.7392520683882532e-65,0.06261411261480233,1.2932551677838322e-12,3.252236916147807e-12,8.378019195681305e-08,0.0008387085986942402,1.647541102836856e-16,8.227829298801373e-11,2.0756206886519233e-07
3770,-3.903773333861295,0.49007768769013543,0.03474156963999406,1.0,2.0,1.0,12.521553075418774,1.1625839525583478e-113,7.816046371520636e-47,2.3726548141019592e-11,1.8537996865478853e-64,0.11866545574767946,1.683784467579001e-12,2.3261744981345152e-12,2.5943597855665424e-06,9.871944732682186e-06,7.260704953223424e-16,3.6891594717563857e-11,1.3199079985727894e-06
3771,-3.704924172969413,0.9044699469761311,0.03474156963999406,3.0,11.0,1.0,7.244347149532569,8.228458871120017e-103,1.4192652410306203e-41,5.3093269784713967e-14,1.7521984336027462e-63,1.1045816005560658,3.1743447461017023e-13,4.1987942940498375e-11,4.3763106513102204e-11,0.04857252279148579,1.637017133008461e-14,1.9965869718766035e-13,0.053896816019387346
3772,-2.8841928713072775,0.9339073997563452,0.03474156963999406,4.0,25.0,1.0,8.994542905943975,9.257252158698863e-74,1.611260221125444e-56,9.310872493413374e-17,3.215649480749461e-49,0.38572412296564096,5.88170280979946e-15,2.185371346991605e-12,3.0069838537289003e-09,0.00012461304332698619,3.802566545105309e-11,0.0008469118360672187,1.8981013479728416e-10
3773,-3.1339496294573337,0.8843648816794728,0.03474156963999406,4.0,30.0,1.0,6.670093725662436,4.042981821566584e-79,4.404764902850463e-49,1.5983954259782874e-16,4.710581268085578e-57,0.08218749237554318,2.2609312591835657e-14,8.74008385965364e-15,9.675854926417274e-12,0.0013139588089980234,3.7711557584036954e-08,6.934417886525801e-11,7.897250576158927e-08
3774,-3.988103668156782,0.7779943419868485,0.03474156963999406,5.0,39.0,1.0,11.550695497874294,5.141028283793229e-96,1.2460051063178399e-33,2.2875662689764027e-32,1.746384245365871e-55,1.1944120946140657e-05,1.0730619779997224e-26,40.49608529691978,1.2968383149181883e-14,2.7958317368663338e-05,3.128485945505391e-13,3.825343653600991e-07,2.195122477278014e-05
3775,-3.5543438872085744,0.8679924216523611,0.03474156963999406,3.0,9.0,1.0,11.571091201124037,5.79571890865749e-88,4.405249338622774e-35,3.3691442294764722e-34,1.8044587323188458e-54,3.6547557457654833e-05,5.716030949672748e-25,9.278113242825814,6.6498558639039396e-15,0.05018183449212761,8.101894674055466e-15,5.921358405965774e-07,0.0002132829950281583
3776,-3.2601484260428606,0.9638447747687057,0.03474156963999406,5.0,40.0,1.0,8.197663590434978,2.9146752374850916e-72,3.533735627307501e-44,4.641743136785931e-32,1.0849834549248058e-52,0.0003395080364705537,1.0385613165149113e-20,0.008445399250118868,8.834263907636261e-12,0.00030056630650982847,1.856726539259783e-14,1.4098291562501918e-14,1.3320762911716267e-06
3777,-3.657417633379737,0.9688858117286814,0.03474156963999406,5.0,59.0,1.0,5.839551464835915,1.1796628783353693e-99,3.621882094952691e-46,2.7816458313554765e-33,4.803430015077213e-55,0.01291319422343615,2.7918948215350934e-15,3.9038502037349256,0.00027195027674327974,8.009881317066572e-05,9.07111070803895e-12,4.2829873951380825e-09,5.593342409111883e-14
3778,-2.385675784427235,0.999912679217357,0.03474156963999406,5.0,31.0,0.0,8.110683616575926,1.872651023152473e-61,5.233231547280656e-09,2.1556332218737278e-27,4.233324876636853e-60,0.26710456524069165,1.6454566422842654e-09,0.00974429638142452,3.719531931803975e-05,2.1994087750399013e-17,1.362311906235954e-07,5.830755735249523e-23,0.15645895431122406
3779,-2.3806911228406307,0.9089708881826887,0.03474156963999406,3.0,15.0,1.0,6.599495971740916,1.271346486192567e-62,1.0498441368919083e-05,7.400902570326163e-29,2.306107849098426e-65,0.6137513821762357,3.862959957816277e-09,0.0011306794378443566,8.578476773025582e-06,2.1400416104467374e-17,7.01209418683572e-07,8.245289170857656e-25,0.04151976952943248
3780,-2.302654372467714,0.32325513882212015,0.03474156963999406,4.0,16.0,1.0,8.077467093407085,3.84969806086471e-56,3.53482757758428e-26,2.8719903392729576e-26,2.5438783904112454e-66,0.36176136872132353,2.7793449966043244e-11,2.2838684201829673e-07,0.0180408985554733,1.0296332776105035e-05,6.573609535103361e-10,3.315343331037096e-10,8.104170783937025e-16
3781,-2.2492927817763757,0.8423039374508151,0.03474156963999406,3.0,8.0,1.0,12.150100301706512,7.796790231247567e-60,5.200386038168101e-13,6.533182933387688e-25,3.372456186223692e-64,0.02660787465374342,1.064243513599445e-15,1.1017403466487566e-09,0.00022501347485936383,1.3293924442224174e-08,3.209938737397428e-12,4.648075720975679e-18,0.013729375317475596
3782,-2.239074600512197,0.6801624589548458,0.03474156963999406,2.0,4.0,1.0,6.198977833828419,1.3732842282637019e-56,5.224900296485627e-08,3.878665741979086e-23,1.5560163169559244e-69,0.016950123786898984,1.314700078793085e-14,6.320419967227472e-10,0.00045561693328063593,9.740163318720121e-07,1.2147843965068604e-13,1.4316012647863062e-20,0.05333816748093737
3783,-2.239074600512197,0.0,0.03474156963999406,0.0,1.0,1.0,8.50169845436903,1.3732842282637019e-56,5.224900296485627e-08,3.878665741979086e-23,1.5560163169559244e-69,0.016950123786898984,1.314700078793085e-14,6.320419967227472e-10,0.00045561693328063593,9.740163318720121e-07,1.2147843965068604e-13,1.4316012647863062e-20,0.05333816748093737
3784,-2.0146769043676613,0.6641017757415688,0.03474156963999406,2.0,4.0,1.0,7.257180033895816,1.0980559889741792e-57,3.1354121932221006e-09,1.8019687083459523e-24,3.603288106149632e-70,0.004213757092103527,1.436303194201939e-14,1.408196007881062e-09,1.9401267487805077e-06,6.351629365633947e-05,2.1227546302053247e-12,6.484372981776699e-20,0.00019809123539517556
3785,-2.0146769043676613,0.2996026582776591,0.03474156963999406,4.0,17.0,1.0,5.8546683616780815,1.0980559889741792e-57,3.1354121932221006e-09,1.8019687083459523e-24,3.603288106149632e-70,0.004213757092103527,1.436303194201939e-14,1.408196007881062e-09,1.9401267487805077e-06,6.351629365633947e-05,2.1227546302053247e-12,6.484372981776699e-20,0.00019809123539517556
3786,-2.187338284214775,0.5,0.03474156963999406,1.0,2.0,1.0,6.64094429240327,2.916926552930311e-57,4.521601698570434e-08,6.79194558425633e-25,9.655651288504674e-69,0.0024995567453916677,4.096113180660816e-14,9.703010192413826e-10,2.011537357096019e-05,3.443364245065293e-05,2.251164036492706e-12,2.8391011462398295e-19,1.3862356840423398e-05
3787,-2.696323679427792,0.8569919405219492,0.03474156963999406,3.0,9.0,1.0,6.796690227493752,9.157788238639829e-63,1.2466809027305354e-11,8.722604001423211e-17,6.679168317387307e-76,0.00040901686577685397,9.18867561891797e-12,2.1249999611306484e-11,4.356062241987467e-07,3.2890862520538356e-08,2.4389407555859645e-11,4.9375102210318035e-26,0.1968371779445617
3788,-3.1795614267300607,0.6134608415341014,0.03474156963999406,4.0,16.0,1.0,9.18454009681697,2.9237489858437214e-53,3.082491320020825e-26,6.0566782862439265e-12,1.554291531041786e-56,1.986365698466892e-05,2.0941514309672776e-12,1.989362337790802e-11,2.532289326224639e-11,8.083351307987172e-17,9.918828876860193e-09,1.7048915871799512e-35,3.6356480456895415e-18
3789,-2.084417142503355,0.875,0.03474156963999406,3.0,8.0,1.0,12.188264697199905,7.49498805462031e-45,9.642113200268945e-15,2.614760683074143e-14,1.1385940793860227e-44,2.59076897330005e-06,2.370239961563121e-12,6.076875901707441e-10,1.1856388808457773e-11,5.210148561538839e-19,2.1099200731679737e-10,5.7807126156803566e-21,3.16129558709095e-20
3790,-1.4696751571182745,0.915511806558891,0.03474156963999406,4.0,26.0,1.0,5.0326425730272835,2.779084889338456e-36,5.456966005294801e-16,4.977989874114072e-13,1.8001883069785771e-34,1.5960901549597015e-07,5.76766639769502e-09,4.003627520709253e-05,1.747593841350392e-08,6.236589076671065e-16,1.841769640801104e-13,1.726562265214151e-14,4.426413695175025e-29
3791,-1.3838380590772204,0.7301280516981772,0.03474156963999406,3.0,9.0,1.0,6.61329658028335,1.1787853016230939e-32,1.2357709768974668e-12,5.643502889013756e-10,6.865970056182455e-34,2.242876347750169e-08,8.81307956149674e-09,0.00011010302151417225,4.168475049932115e-09,1.4442495966394313e-18,5.493342222456798e-14,3.0858011777769935e-15,9.199363688426783e-27
3792,-2.2848889739735796,0.63384655179406,0.03474156963999406,2.0,6.0,1.0,7.942227813438446,3.0241886312440393e-35,1.5847069909645056e-14,3.221498656176463e-09,1.6681417122581805e-32,3.6191251706731595e-08,1.2831602922438594e-08,2.379501262924985e-05,2.159234564777959e-09,1.1599082249015408e-19,8.695794937873842e-14,3.1873347246069386e-15,8.251267397487544e-29
3793,-3.1184223258123893,0.5424189621739268,0.03474156963999406,1.0,3.0,1.0,7.898285905607317,2.6574370607749203e-36,2.0016026202973934e-15,3.54379535726346e-08,3.7309658355490484e-35,4.0911344576870107e-08,3.398404281930969e-08,8.221153138443333e-05,1.948734864606167e-09,1.123039635372347e-19,5.446985410365882e-14,1.223062887085096e-16,1.829236039860159e-29
3794,-1.9087430203216513,0.6180212405881262,0.03474156963999406,3.0,9.0,1.0,6.689460049925792,6.76400477343619e-26,7.5326985897215e-23,3.4643651507006974e-18,1.9596675917681856e-39,9.281038792795799e-09,2.3496026912948623e-10,0.00581184582471127,1.3812698595476147e-06,8.42481683370969e-24,6.049295664076898e-16,2.765735002582975e-11,7.714431210756661e-36
3795,-1.9814279243245778,0.8843263252687636,0.03474156963999406,3.0,10.0,1.0,5.963794576008427,9.122649748924874e-37,7.193168534724343e-25,6.255811024045842e-20,2.2504324157069617e-36,6.575096309647379e-08,2.385804984944623e-09,0.029898330049728167,1.9462405164426387e-05,3.615599881044129e-25,1.8947420816521912e-16,2.840219223825505e-07,2.866146205675515e-33
3796,-1.2207542605469257,0.581981931730804,0.03474156963999406,4.0,24.0,1.0,8.48811054688334,1.8618110330606353e-48,1.4974917506758173e-17,1.0232141004235056e-07,2.7237437228067006e-18,1.4774838768046703e-08,8.750409307853584e-08,7.522748977313274,1.7845373373007338e-06,0.0037243814834978847,1.4567207547043222e-21,2.6382506950193648e-20,5.841092614306354e-29
3797,-1.619906677980623,0.5399773051062102,0.03474156963999406,2.0,4.0,1.0,5.2253548926477595,3.167432468133472e-50,2.114396206297277e-18,1.9830934774263897e-06,1.4293120988550546e-18,8.109305629994863e-09,3.147573115850367e-07,12.847050973766372,5.66513901509123e-06,0.011490986264088832,6.175600481861073e-22,9.95828752233924e-21,4.191951195732324e-29
3798,-1.7809544434085751,0.9247132556453204,0.03474156963999406,4.0,26.0,1.0,4.5568033636537555,4.5238879114012595e-72,7.184085604341843e-27,3.2195876436365006e-12,2.944985709268521e-20,1.0597252061785207e-11,5.802652042093302e-09,0.19771130078490526,0.2544056179157665,0.0024958673248528427,2.4521857562012085e-25,1.9908279440936952e-13,6.734668790449241e-29
3799,-2.0519934431305273,0.6896610386278823,0.03474156963999406,2.0,7.0,1.0,7.988221404526318,4.613870690918355e-68,8.896320090825212e-24,5.2363773285242824e-11,2.2170449739750364e-19,5.993497614305767e-12,2.096351956140079e-08,0.07430930319269702,36.65096731968886,0.01967049407385959,1.616785191048244e-24,4.0965265256094515e-16,1.3572254638481836e-24
3800,-1.8598488647002114,0.8172847838285495,0.03474156963999406,2.0,7.0,1.0,7.926840806375507,5.28332295918029e-61,6.65221178873427e-23,8.684189262923043e-12,3.417745983901559e-21,3.122936357625108e-11,1.047232011078622e-07,5.0262600801778525,44.2922712099759,0.0009377803861940524,2.0409369611026983e-24,4.577434287763843e-17,2.260656392086651e-27
3801,-1.6335931496159901,0.5587166063207396,0.03474156963999406,2.0,7.0,1.0,10.844579622707665,1.838689106406706e-58,2.360732944231515e-28,6.282144572455389e-10,3.3044721506960384e-22,6.93503011385872e-11,3.0796642119680685e-07,6.212852633043731,0.38109924665868883,2.157344985631201e-08,4.903918851657874e-24,2.269613059607385e-13,8.284344601256588e-24
3802,-1.710358561837495,0.5,0.03474156963999406,1.0,2.0,1.0,6.408610375710832,2.5461518072120494e-58,2.4856330219264395e-27,8.253322670961513e-09,9.480737073409388e-25,6.14057002949849e-11,1.6075850169018498e-07,14.521962584196112,0.35980721530856946,7.5148431212426e-09,2.397925414247731e-23,1.709854501771078e-13,9.972735831429954e-23
